THUMB, INDEX, MIDDLE, RING, LITTLE, LABEL
123,10,174,180,180,1
124,0,176,165,180,1
130,8,162,180,180,1
142,13,177,180,180,1
139,18,175,180,180,1
126,2,165,180,180,1
132,6,173,180,180,1
132,10,170,157,180,1
147,18,174,180,180,1
121,9,176,180,180,1
153,18,170,180,180,1
122,10,168,180,180,1
154,3,180,180,180,1
148,0,159,180,180,1
128,0,170,180,180,1
140,0,165,180,180,1
146,0,171,180,180,1
125,0,180,180,180,1
132,6,173,180,180,1
123,0,160,136,180,1
140,10,166,169,180,1
126,19,173,180,180,1
129,8,180,180,180,1
144,10,176,180,180,1
129,18,172,180,180,1
146,0,180,180,180,1
157,15,158,180,180,1
151,11,163,180,180,1
143,20,160,180,180,1
133,0,172,180,180,1
127,4,177,180,180,1
115,11,169,180,180,1
136,0,170,180,180,1
150,4,180,156,180,1
148,8,169,180,180,1
122,5,154,180,180,1
151,6,180,180,180,1
141,15,161,180,180,1
162,4,159,180,180,1
159,10,171,180,180,1
148,0,169,180,180,1
162,14,177,180,180,1
162,1,170,180,180,1
170,12,160,180,180,1
134,10,180,180,180,1
126,14,180,180,180,1
146,3,180,180,180,1
133,18,172,180,180,1
114,4,180,180,180,1
124,7,161,180,180,1
127,8,167,180,180,1
140,19,168,180,180,1
134,10,157,180,180,1
133,0,163,168,180,1
140,6,171,180,180,1
153,2,168,180,180,1
150,4,163,180,180,1
135,5,164,180,180,1
128,18,168,180,180,1
144,0,180,180,180,1
115,0,180,180,180,1
139,0,166,178,180,1
122,0,173,180,180,1
106,0,175,156,180,1
141,0,171,180,180,1
125,0,172,180,180,1
121,0,162,180,180,1
110,0,172,180,180,1
140,0,171,180,180,1
121,0,165,180,180,1
127,0,176,180,180,1
136,0,165,174,180,1
133,0,167,180,180,1
113,0,172,180,180,1
146,0,177,180,180,1
136,0,164,180,180,1
122,0,147,180,180,1
101,0,158,180,180,1
120,0,162,180,180,1
116,0,160,180,180,1
108,0,169,180,180,1
149,0,157,180,180,1
123,0,168,180,180,1
133,0,175,180,180,1
136,0,165,180,180,1
132,0,165,180,180,1
146,0,178,153,180,1
111,0,168,180,180,1
129,0,177,180,180,1
123,0,168,180,180,1
132,0,176,180,180,1
149,0,165,180,180,1
130,0,175,180,180,1
127,0,170,180,180,1
127,0,167,180,180,1
135,0,176,180,180,1
120,0,169,180,180,1
129,0,179,180,180,1
101,0,172,180,180,1
129,0,178,180,180,1
118,0,170,180,180,1
123,0,171,180,180,1
120,0,172,180,180,1
124,0,175,180,180,1
115,0,166,180,180,1
130,0,169,180,180,1
127,0,166,180,180,1
114,0,167,180,180,1
123,0,173,180,180,1
130,0,173,180,180,1
116,0,179,180,180,1
133,0,171,180,180,1
128,0,171,180,180,1
132,0,165,180,180,1
123,0,169,180,180,1
117,0,170,180,180,1
114,0,171,172,180,1
132,0,171,180,180,1
111,0,180,180,180,1
107,0,174,180,180,1
123,0,166,180,180,1
144,0,165,180,180,1
113,0,173,180,180,1
126,0,165,180,180,1
127,0,162,180,180,1
133,0,174,180,180,1
121,0,179,180,180,1
157,0,164,180,180,1
126,0,165,180,180,1
129,0,156,180,180,1
143,0,165,180,180,1
125,0,161,180,180,1
149,0,158,180,180,1
108,0,168,180,180,1
98,0,168,180,180,1
140,0,157,180,180,1
111,0,173,180,180,1
141,0,177,180,180,1
141,0,166,180,180,1
129,0,168,180,180,1
144,0,180,180,180,1
103,0,171,180,180,1
148,0,172,180,180,1
139,0,164,180,180,1
134,0,169,180,180,1
129,0,164,180,180,1
124,0,157,180,180,1
109,0,172,180,180,1
101,0,168,180,180,1
113,0,168,180,180,1
109,0,171,180,180,1
122,0,157,180,180,1
116,0,180,180,180,1
127,0,176,180,180,1
114,0,176,180,180,1
106,3,171,180,180,1
126,0,165,180,180,1
119,0,166,180,180,1
106,0,162,180,180,1
172,28,180,180,180,1
180,17,180,180,180,1
180,17,180,180,180,1
180,25,180,180,180,1
180,16,180,180,180,1
158,14,180,180,180,1
180,18,180,180,180,1
180,29,180,180,180,1
174,25,180,180,180,1
180,21,180,180,180,1
164,28,180,180,180,1
180,18,180,180,180,1
180,27,180,180,180,1
177,21,180,180,180,1
180,28,180,180,180,1
180,13,180,180,180,1
180,18,180,180,180,1
180,19,180,180,180,1
180,23,180,180,180,1
176,25,180,180,180,1
180,29,180,180,180,1
180,14,180,180,180,1
180,23,180,180,180,1
180,32,180,180,180,1
180,18,180,180,180,1
180,18,180,180,180,1
180,15,180,180,180,1
180,18,180,180,180,1
180,35,180,180,180,1
180,32,180,180,180,1
180,25,180,180,180,1
180,31,180,180,180,1
180,21,180,180,180,1
180,12,180,180,180,1
180,33,180,180,180,1
180,23,180,180,180,1
180,29,180,180,180,1
180,27,180,180,180,1
180,19,180,180,180,1
180,18,180,180,180,1
180,18,180,180,180,1
180,17,180,180,180,1
180,15,180,180,180,1
180,31,180,180,180,1
180,31,180,180,180,1
180,17,180,180,180,1
180,25,180,180,180,1
180,25,180,180,180,1
180,25,180,180,180,1
180,24,180,180,180,1
180,23,180,180,180,1
180,21,180,180,180,1
180,29,180,180,180,1
180,25,180,180,180,1
180,13,180,180,180,1
180,38,180,180,180,1
180,17,180,180,180,1
180,18,180,180,180,1
180,14,180,180,180,1
180,32,180,180,180,1
180,31,180,180,180,1
180,36,180,180,180,1
180,28,180,180,180,1
180,15,180,180,180,1
180,19,180,180,180,1
180,25,180,180,180,1
180,20,180,180,180,1
180,18,180,180,180,1
180,28,180,180,180,1
180,23,180,180,180,1
180,22,180,180,180,1
180,27,180,180,180,1
180,19,180,180,180,1
180,22,180,180,180,1
180,17,180,180,180,1
180,21,180,180,180,1
180,19,180,180,180,1
180,14,180,180,180,1
180,26,180,180,180,1
180,22,180,180,180,1
180,22,180,180,180,1
180,9,180,180,180,1
180,28,180,180,180,1
180,28,180,180,180,1
180,15,180,180,180,1
180,20,180,180,180,1
180,23,180,180,180,1
180,13,180,180,180,1
180,18,180,180,180,1
180,32,180,180,180,1
180,18,180,180,180,1
180,25,180,180,180,1
180,14,180,180,180,1
180,16,180,180,180,1
180,21,180,180,180,1
180,24,180,180,180,1
180,16,180,180,180,1
180,30,180,180,180,1
180,19,180,180,180,1
180,18,180,180,180,1
152,9,180,180,180,1
174,21,180,180,180,1
173,25,180,180,180,1
165,18,180,180,180,1
159,6,177,180,180,1
148,18,174,180,180,1
146,11,180,180,180,1
164,24,180,180,180,1
148,17,176,180,180,1
162,20,164,180,180,1
160,16,176,180,180,1
163,6,180,180,180,1
165,21,172,180,180,1
171,10,177,180,180,1
157,8,180,180,180,1
157,11,172,180,180,1
136,15,180,180,180,1
180,13,180,180,180,1
146,15,172,180,180,1
158,20,180,180,180,1
157,14,171,180,180,1
143,17,168,180,180,1
164,14,174,180,180,1
151,3,179,180,180,1
158,9,167,180,180,1
157,13,179,180,180,1
161,8,168,180,180,1
174,30,172,180,180,1
150,17,174,180,180,1
164,3,173,180,180,1
156,13,180,180,180,1
153,18,177,180,180,1
162,14,180,180,180,1
166,14,172,180,180,1
162,18,172,180,180,1
164,19,165,180,180,1
164,18,162,180,180,1
169,23,176,180,180,1
170,12,177,180,180,1
149,13,169,180,180,1
139,26,180,180,180,1
161,24,172,180,180,1
165,31,175,180,180,1
154,10,165,180,180,1
149,14,174,180,180,1
163,21,170,180,180,1
168,11,178,180,180,1
167,19,176,180,180,1
155,17,180,180,180,1
180,21,172,180,180,1
145,5,180,180,180,1
166,15,172,180,180,1
143,15,178,180,180,1
153,32,180,180,180,1
140,23,179,180,180,1
140,20,168,180,180,1
149,27,180,180,180,1
151,18,173,180,180,1
132,22,175,180,180,1
159,25,180,180,180,1
148,18,177,180,180,1
170,10,179,180,180,1
165,14,180,180,180,1
153,10,180,180,180,1
149,12,178,180,180,1
140,9,166,180,180,1
157,16,175,180,180,1
143,17,180,180,180,1
150,17,180,180,180,1
152,22,173,180,180,1
157,20,180,180,180,1
150,25,180,180,180,1
163,21,171,180,180,1
156,29,173,180,180,1
166,21,180,180,180,1
146,22,180,180,180,1
149,6,180,180,180,1
146,14,162,180,180,1
160,2,180,180,180,1
156,22,180,180,180,1
144,13,178,180,180,1
142,19,175,180,180,1
152,18,178,180,180,1
161,25,180,180,180,1
157,11,171,180,180,1
154,14,180,180,180,1
135,22,171,180,180,1
148,15,180,180,180,1
170,10,167,180,180,1
144,8,180,180,180,1
149,17,176,180,180,1
145,14,180,180,180,1
144,15,173,180,180,1
150,24,170,180,180,1
142,34,180,180,180,1
165,14,180,180,180,1
149,13,180,180,180,1
159,21,180,180,180,1
157,14,180,180,180,1
159,0,180,180,180,1
170,22,180,180,180,1
140,10,180,180,180,1
159,14,180,180,180,1
153,23,180,180,180,1
157,7,179,180,180,1
150,13,180,180,180,1
180,4,180,180,180,1
156,15,180,180,180,1
159,5,180,180,180,1
134,13,180,180,180,1
156,22,171,180,180,1
153,17,171,180,180,1
174,12,180,180,180,1
160,17,176,180,180,1
152,13,180,180,180,1
143,17,177,180,180,1
174,7,178,180,180,1
166,16,180,180,180,1
141,15,180,180,180,1
165,22,167,180,180,1
164,3,176,180,180,1
153,7,180,180,180,1
140,14,180,180,180,1
159,20,180,180,180,1
147,17,180,180,180,1
160,31,179,180,180,1
170,23,180,180,180,1
148,10,180,180,180,1
146,20,180,180,180,1
148,20,180,180,180,1
150,26,180,180,180,1
154,18,180,180,180,1
141,15,180,180,180,1
168,22,180,180,180,1
148,12,180,180,180,1
144,17,180,180,180,1
135,14,176,180,180,1
139,17,180,180,180,1
146,8,180,180,180,1
175,17,180,180,180,1
165,6,180,180,180,1
146,21,175,180,180,1
162,25,180,180,180,1
155,13,175,180,180,1
149,16,180,180,180,1
147,22,180,180,180,1
170,19,180,180,180,1
159,7,180,180,180,1
171,19,180,180,180,1
160,18,166,180,180,1
170,14,180,180,180,1
141,20,180,180,180,1
154,6,180,180,180,1
166,18,180,180,180,1
134,23,180,180,180,1
149,12,180,180,180,1
165,7,180,180,180,1
153,16,176,180,180,1
154,10,180,180,180,1
136,18,177,180,180,1
173,9,180,180,180,1
149,17,180,180,180,1
150,14,180,180,180,1
136,23,180,180,180,1
159,24,180,180,180,1
162,22,180,180,180,1
168,7,180,180,180,1
158,6,180,180,180,1
149,16,180,180,180,1
170,18,172,180,180,1
160,9,180,180,180,1
156,17,177,180,180,1
167,14,180,180,180,1
169,15,180,180,180,1
149,9,174,180,180,1
145,15,180,180,180,1
160,10,180,180,180,1
149,17,172,180,180,1
161,11,180,180,180,1
161,19,180,180,180,1
148,17,180,180,180,1
145,21,180,180,180,1
140,17,180,180,180,1
173,15,180,180,180,1
138,22,180,180,180,1
166,4,180,180,180,1
149,15,180,180,180,1
166,20,174,180,180,1
160,3,180,180,180,1
158,10,180,180,180,1
158,27,178,180,180,1
131,15,172,180,180,1
165,11,180,180,180,1
161,18,180,180,180,1
148,23,180,180,180,1
174,13,180,180,180,1
170,21,180,180,180,1
133,29,180,180,180,1
148,16,176,180,180,1
161,16,180,180,180,1
170,9,176,180,180,1
156,13,171,180,180,1
149,7,168,180,180,1
148,12,162,180,180,1
143,12,180,180,180,1
152,15,179,180,180,1
170,15,179,180,180,1
174,1,165,180,180,1
167,13,176,180,180,1
153,21,171,180,180,1
156,11,177,180,180,1
152,14,180,180,180,1
159,5,168,180,180,1
167,17,167,180,180,1
144,0,180,180,180,1
157,16,180,180,180,1
158,22,178,180,180,1
150,23,170,180,180,1
149,7,176,180,180,1
143,11,172,180,180,1
157,6,180,180,180,1
151,4,168,180,180,1
151,23,175,180,180,1
162,9,178,180,180,1
133,23,172,180,180,1
140,14,178,180,180,1
140,10,176,180,180,1
153,2,171,180,180,1
142,11,167,180,180,1
145,17,161,180,180,1
157,22,168,180,180,1
145,3,165,180,180,1
142,15,172,180,180,1
166,8,180,180,180,1
163,7,161,180,180,1
153,10,172,180,180,1
146,0,174,180,180,1
145,0,175,180,180,1
164,8,166,180,180,1
152,10,169,180,180,1
140,3,172,180,180,1
161,17,171,180,180,1
136,16,162,180,180,1
154,0,166,180,180,1
143,8,175,180,180,1
154,14,168,180,180,1
175,9,166,180,180,1
166,9,164,180,180,1
151,13,180,180,180,1
132,7,159,180,180,1
165,8,176,180,180,1
157,10,172,180,180,1
153,4,179,180,180,1
157,8,169,180,180,1
149,8,162,180,180,1
149,25,168,180,180,1
153,14,172,180,180,1
141,14,171,180,180,1
165,4,180,180,180,1
155,15,167,180,180,1
157,10,170,180,180,1
157,0,171,180,180,1
157,4,172,180,180,1
154,13,166,180,180,1
172,8,168,180,180,1
153,21,169,180,180,1
153,12,171,180,180,1
150,9,165,180,180,1
136,13,180,180,180,1
153,17,165,180,180,1
144,5,180,180,180,1
158,18,177,180,180,1
155,12,176,180,180,1
165,15,172,180,180,1
149,12,176,180,180,1
172,10,166,180,180,1
152,6,180,180,180,1
149,11,167,180,180,1
158,13,180,180,180,1
170,28,180,180,180,1
155,33,169,180,180,1
165,1,175,180,180,1
144,10,169,180,180,1
163,10,180,180,180,1
139,14,167,180,180,1
149,6,174,180,180,1
153,11,180,180,180,1
162,14,165,180,180,1
143,9,157,180,180,1
158,24,172,180,180,1
149,12,171,180,180,1
166,22,168,180,180,1
180,0,176,180,180,1
140,16,165,180,180,1
147,16,163,180,180,1
132,25,180,180,180,1
154,18,180,180,180,1
162,14,176,180,180,1
159,16,170,180,180,1
153,15,171,180,180,1
155,14,165,180,180,1
162,18,172,180,180,1
146,14,180,180,180,1
132,9,168,180,180,1
145,17,161,180,180,1
129,12,156,180,180,1
140,0,169,180,180,1
149,17,168,180,180,1
151,9,168,180,180,1
162,20,157,180,180,1
148,5,172,180,180,1
140,16,170,180,180,1
160,8,165,180,180,1
123,4,164,180,180,1
136,6,168,180,180,1
159,8,168,180,180,1
146,18,158,180,180,1
129,6,162,180,180,1
143,11,172,180,180,1
154,18,171,180,180,1
132,3,171,180,180,1
147,11,171,180,180,1
145,9,163,180,180,1
152,10,165,180,180,1
145,9,179,180,180,1
153,10,165,180,180,1
135,19,168,180,180,1
136,11,165,180,180,1
139,17,165,180,180,1
144,4,174,180,180,1
131,4,168,180,180,1
129,22,168,180,180,1
143,21,165,180,180,1
132,9,164,180,180,1
131,0,154,180,180,1
140,11,168,180,180,1
155,7,180,180,180,1
157,7,161,180,180,1
146,17,165,180,180,1
149,13,163,180,180,1
144,11,168,180,180,1
159,9,168,180,180,1
153,3,171,180,180,1
149,11,160,180,180,1
150,14,161,180,180,1
129,4,165,180,180,1
143,10,172,180,180,1
141,18,161,180,180,1
140,16,180,180,180,1
143,2,171,180,180,1
132,14,165,180,180,1
148,11,167,180,180,1
116,22,165,180,180,1
156,9,158,180,180,1
149,7,162,180,180,1
151,11,170,180,180,1
167,18,172,180,180,1
150,14,179,180,180,1
147,21,168,180,180,1
147,14,180,180,180,1
154,6,180,180,180,1
153,13,179,180,180,1
130,3,166,180,180,1
135,11,163,180,180,1
156,5,160,180,180,1
140,10,174,180,180,1
141,4,172,180,180,1
133,14,167,180,180,1
150,18,165,180,180,1
149,13,167,180,180,1
139,10,170,180,180,1
150,4,160,180,180,1
144,13,168,180,180,1
133,2,172,180,180,1
136,4,172,180,180,1
141,20,166,180,180,1
144,4,162,180,180,1
136,6,168,180,180,1
149,19,166,180,180,1
149,6,175,180,180,1
136,11,173,180,180,1
141,7,163,180,180,1
133,1,169,180,180,1
146,13,170,180,180,1
136,9,161,180,180,1
132,14,159,180,180,1
148,16,162,180,180,1
135,1,158,180,180,1
132,14,170,180,180,1
146,14,166,180,180,1
148,6,162,180,180,1
146,4,165,180,180,1
133,19,162,180,180,1
156,15,170,180,180,1
158,0,153,180,180,1
157,19,158,180,180,1
141,11,162,180,180,1
133,7,165,180,180,1
128,7,172,180,180,1
145,15,172,180,180,1
161,1,162,180,180,1
157,7,160,180,180,1
133,11,157,180,180,1
136,11,168,180,180,1
147,11,168,180,180,1
143,13,169,180,180,1
158,5,168,180,180,1
132,0,172,180,180,1
131,11,170,180,180,1
129,12,156,180,180,1
142,7,161,180,180,1
150,20,175,180,180,1
140,4,168,180,180,1
131,0,161,180,180,1
142,9,175,180,180,1
154,0,168,180,180,1
157,12,158,180,180,1
143,3,166,180,180,1
145,3,170,180,180,1
161,0,165,180,180,1
151,4,158,180,180,1
162,8,168,180,180,1
166,0,158,180,180,1
142,0,177,180,180,1
155,0,166,180,180,1
142,13,157,180,180,1
149,4,172,180,180,1
140,7,159,180,180,1
132,5,172,180,180,1
135,20,154,180,180,1
161,7,158,180,180,1
140,15,175,180,180,1
157,18,171,180,180,1
148,4,172,180,180,1
140,1,163,180,180,1
136,8,165,180,180,1
142,0,160,180,180,1
142,0,166,180,180,1
156,10,162,180,180,1
140,4,165,180,180,1
164,15,157,180,180,1
162,4,166,180,180,1
149,10,159,180,180,1
145,11,165,180,180,1
164,10,168,180,180,1
172,13,162,180,180,1
129,2,170,180,180,1
146,2,163,180,180,1
164,12,164,180,180,1
149,11,157,180,180,1
159,3,165,180,180,1
152,9,148,180,180,1
153,20,154,180,180,1
141,0,166,180,180,1
164,8,160,180,180,1
147,9,163,180,180,1
146,0,161,180,180,1
153,15,166,180,180,1
142,7,172,180,180,1
154,11,169,180,180,1
148,12,162,180,180,1
